grade major tno classname
2021 基础化学 55000608 2021基础化学3班
2021 应用化学 55000609 2021应用化学1班
2019 歌唱学 55000610 2019歌唱学3班
2019 舞蹈教育 55000611 2019舞蹈教育1班
2019 舞蹈教育 55000612 2019舞蹈教育2班
2022 舞蹈艺术 55000613 2022舞蹈艺术2班
2022 舞蹈艺术 55000614 2022舞蹈艺术3班
2022 钢琴艺术 55000615 2022钢琴艺术1班
2022 钢琴艺术 55000616 2022钢琴艺术2班
2022 钢琴艺术 55000617 2022钢琴艺术3班
2019 飞行器设计 55000618 2019飞行器设计3班
2020 发动机制造 55000619 2020发动机制造1班
2020 发动机制造 55000620 2020发动机制造2班
2022 飞行器设计 55000621 2022飞行器设计1班
2022 飞行器设计 55000622 2022飞行器设计2班
2020 应用化学 55000623 2020应用化学3班
2021 基础化学 55000624 2021基础化学1班
2021 基础化学 55000625 2021基础化学2班
2021 基础化学 55000626 2021基础化学3班
2021 应用化学 55000627 2021应用化学1班
2022 应用化学 55000628 2022应用化学3班
2019 基础化学 55000629 2019基础化学1班
2019 基础化学 55000630 2019基础化学2班
2019 基础化学 55000631 2019基础化学3班
2019 应用化学 55000632 2019应用化学1班
2021 应用化学 55000633 2021应用化学2班
2021 应用化学 55000634 2021应用化学3班
2022 基础化学 55000635 2022基础化学1班
2022 基础化学 55000636 2022基础化学2班
2019 应用化学 55000637 2019应用化学2班
2019 应用化学 55000638 2019应用化学3班
2022 计算机科学与技术 55000639 2022计算机科学与技术3班
2022 软件工程 55000640 2022软件工程1班
2022 软件工程 55000641 2022软件工程2班
2021 计算机科学与技术 55000642 2021计算机科学与技术1班
2021 计算机科学与技术 55000643 2021计算机科学与技术2班
2021 应用数学 55000644 2021应用数学3班
2021 管理与统计 55000645 2021管理与统计1班
2021 管理与统计 55000646 2021管理与统计2班
2021 管理与统计 55000647 2021管理与统计3班
2019 管理与统计 55000648 2019管理与统计3班
2020 基础数学 55000649 2020基础数学1班
2020 基础数学 55000650 2020基础数学2班
2021 自动驾驶技术 55000651 2021自动驾驶技术1班
2021 自动驾驶技术 55000652 2021自动驾驶技术2班
2021 自动驾驶技术 55000653 2021自动驾驶技术3班
2020 深度学习应用 55000654 2020深度学习应用3班
2020 自动驾驶技术 55000655 2020自动驾驶技术1班
2020 自动驾驶技术 55000656 2020自动驾驶技术2班
2019 服装设计 55000657 2019服装设计1班
2019 服装设计 55000658 2019服装设计2班
2019 服装设计 55000659 2019服装设计3班
2022 国画 55000660 2022国画3班
2022 平面设计艺术 55000661 2022平面设计艺术1班
2022 平面设计艺术 55000662 2022平面设计艺术2班
2022 平面设计艺术 55000663 2022平面设计艺术3班
2022 管理与统计 55000664 2022管理与统计1班
2022 管理与统计 55000665 2022管理与统计2班
2022 管理与统计 55000666 2022管理与统计3班
2019 基础数学 55000667 2019基础数学1班
2019 基础数学 55000668 2019基础数学2班
2019 基础数学 55000669 2019基础数学3班
2021 基础数学 55000670 2021基础数学1班
2021 基础数学 55000671 2021基础数学2班
2021 基础数学 55000672 2021基础数学3班
2021 应用数学 55000673 2021应用数学1班
2021 应用数学 55000674 2021应用数学2班
2021 应用物理 55000675 2021应用物理1班
2021 应用物理 55000676 2021应用物理2班
2021 应用物理 55000677 2021应用物理3班
2022 基础物理 55000678 2022基础物理1班
2022 应用物理 55000679 2022应用物理3班
2019 基础物理 55000680 2019基础物理1班
2019 基础物理 55000681 2019基础物理2班
2019 基础物理 55000682 2019基础物理3班
2019 应用物理 55000683 2019应用物理1班
2019 管理与统计 55000684 2019管理与统计2班
2019 管理与统计 55000685 2019管理与统计3班
2020 基础数学 55000686 2020基础数学1班
2020 基础数学 55000687 2020基础数学2班
2020 基础数学 55000688 2020基础数学3班
2022 基础数学 55000689 2022基础数学2班
2022 基础数学 55000690 2022基础数学3班
2022 应用数学 55000691 2022应用数学1班
2022 应用数学 55000692 2022应用数学2班
2022 应用数学 55000693 2022应用数学3班
2020 应用数学 55000694 2020应用数学1班
2020 应用数学 55000695 2020应用数学2班
2020 应用数学 55000696 2020应用数学3班
2022 管理与统计 55000697 2022管理与统计1班
2022 管理与统计 55000698 2022管理与统计2班
2022 管理与统计 55000699 2022管理与统计3班
2019 基础数学 55000700 2019基础数学1班
2019 机器学习与模式识别 55000701 2019机器学习与模式识别1班
2019 机器学习与模式识别 55000702 2019机器学习与模式识别2班
2019 机器学习与模式识别 55000703 2019机器学习与模式识别3班
2022 机器学习与模式识别 55000704 2022机器学习与模式识别2班
2022 机器学习与模式识别 55000705 2022机器学习与模式识别3班
2022 深度学习应用 55000706 2022深度学习应用1班
2022 深度学习应用 55000707 2022深度学习应用2班
2021 发动机制造 55000708 2021发动机制造1班
2021 发动机制造 55000709 2021发动机制造2班
2021 发动机制造 55000710 2021发动机制造3班
2021 飞行器智能运控 55000711 2021飞行器智能运控1班
2021 飞行器智能运控 55000712 2021飞行器智能运控2班
2021 飞行器智能运控 55000713 2021飞行器智能运控3班
2019 飞行器智能运控 55000714 2019飞行器智能运控3班
2019 飞行器设计 55000715 2019飞行器设计1班
2019 飞行器设计 55000716 2019飞行器设计2班
2019 飞行器设计 55000717 2019飞行器设计3班
2020 发动机制造 55000718 2020发动机制造1班
2022 人工智能 55000719 2022人工智能1班
2022 人工智能 55000720 2022人工智能2班
2022 人工智能 55000721 2022人工智能3班
2020 软件工程 55000722 2020软件工程2班
2020 软件工程 55000723 2020软件工程3班
2021 人工智能 55000724 2021人工智能1班
2021 人工智能 55000725 2021人工智能2班
2021 自动化控制工程 55000726 2021自动化控制工程1班
2021 自动化控制工程 55000727 2021自动化控制工程2班
2021 自动化控制工程 55000728 2021自动化控制工程3班
2019 电气工程 55000729 2019电气工程3班
2019 自动化控制工程 55000730 2019自动化控制工程1班
2020 机器学习与模式识别 55000731 2020机器学习与模式识别1班
2020 机器学习与模式识别 55000732 2020机器学习与模式识别2班
2020 机器学习与模式识别 55000733 2020机器学习与模式识别3班
2019 机器学习与模式识别 55000734 2019机器学习与模式识别2班
2019 机器学习与模式识别 55000735 2019机器学习与模式识别3班
2022 自动化控制工程 55000736 2022自动化控制工程1班
2022 自动化控制工程 55000737 2022自动化控制工程2班
2022 自动化控制工程 55000738 2022自动化控制工程3班
2019 电气工程 55000739 2019电气工程1班
2020 电气工程 55000740 2020电气工程1班
2020 电气工程 55000741 2020电气工程2班
2020 电气工程 55000742 2020电气工程3班
2019 基础化学 55000743 2019基础化学2班
2019 基础化学 55000744 2019基础化学3班
2019 应用化学 55000745 2019应用化学1班
2019 应用化学 55000746 2019应用化学2班
2019 应用化学 55000747 2019应用化学3班
2020 应用化学 55000748 2020应用化学1班
2020 应用化学 55000749 2020应用化学2班
2020 应用化学 55000750 2020应用化学3班
2021 基础化学 55000751 2021基础化学1班
2021 基础化学 55000752 2021基础化学2班
2020 基础化学 55000753 2020基础化学1班
2020 基础化学 55000754 2020基础化学2班
2020 基础化学 55000755 2020基础化学3班
2020 应用化学 55000756 2020应用化学1班
2020 应用化学 55000757 2020应用化学2班
2020 应用化学 55000758 2020应用化学3班
2021 基础化学 55000759 2021基础化学3班
2021 应用化学 55000760 2021应用化学1班
2021 应用化学 55000761 2021应用化学2班
2019 篮球专项 55000762 2019篮球专项1班
2019 篮球专项 55000763 2019篮球专项2班
2019 篮球专项 55000764 2019篮球专项3班
2022 水下运动专项 55000765 2022水下运动专项3班
2022 篮球专项 55000766 2022篮球专项1班
2022 篮球专项 55000767 2022篮球专项2班
2022 篮球专项 55000768 2022篮球专项3班
2022 运动康复 55000769 2022运动康复1班
2019 音乐教育 55000770 2019音乐教育1班
2019 音乐教育 55000771 2019音乐教育2班
2019 音乐教育 55000772 2019音乐教育3班
2020 体操学 55000773 2020体操学1班
2022 音乐教育 55000774 2022音乐教育2班
2022 音乐教育 55000775 2022音乐教育3班
2019 体操学 55000776 2019体操学1班
2019 体操学 55000777 2019体操学2班
2019 体操学 55000778 2019体操学3班
2020 计算机科学与技术 55000779 2020计算机科学与技术2班
2020 计算机科学与技术 55000780 2020计算机科学与技术3班
2020 软件工程 55000781 2020软件工程1班
2019 大数据分析应用 55000782 2019大数据分析应用1班
2019 大数据分析应用 55000783 2019大数据分析应用2班
2019 大数据分析应用 55000784 2019大数据分析应用3班
2019 计算机科学与技术 55000785 2019计算机科学与技术1班
2022 自动化控制工程 55000786 2022自动化控制工程2班
2022 自动化控制工程 55000787 2022自动化控制工程3班
2019 电气工程 55000788 2019电气工程1班
2020 电气工程 55000789 2020电气工程2班
2020 电气工程 55000790 2020电气工程3班
2020 自动化控制工程 55000791 2020自动化控制工程1班
2020 自动化控制工程 55000792 2020自动化控制工程2班
2020 自动化控制工程 55000793 2020自动化控制工程3班
2021 管理与统计 55000794 2021管理与统计2班
2021 管理与统计 55000795 2021管理与统计3班
2022 基础数学 55000796 2022基础数学1班
2022 基础数学 55000797 2022基础数学2班
2022 基础数学 55000798 2022基础数学3班
2022 应用数学 55000799 2022应用数学1班
2020 应用数学 55000800 2020应用数学1班
2020 应用数学 55000801 2020应用数学2班
2020 应用数学 55000802 2020应用数学3班
2020 管理与统计 55000803 2020管理与统计1班
2020 管理与统计 55000804 2020管理与统计2班
2020 基础物理 55000805 2020基础物理2班
2020 基础物理 55000806 2020基础物理3班
2020 应用物理 55000807 2020应用物理1班
2021 应用物理 55000808 2021应用物理3班
2022 基础物理 55000809 2022基础物理1班
2022 基础物理 55000810 2022基础物理2班
2022 计算机视觉 55000811 2022计算机视觉2班
2022 计算机视觉 55000812 2022计算机视觉3班
2019 智能系统 55000813 2019智能系统1班
2019 智能系统 55000814 2019智能系统2班
2019 智能系统 55000815 2019智能系统3班
2019 机器学习与模式识别 55000816 2019机器学习与模式识别1班
2021 计算机视觉 55000817 2021计算机视觉3班
2022 智能系统 55000818 2022智能系统1班
2022 大数据分析应用 55000819 2022大数据分析应用2班
2022 大数据分析应用 55000820 2022大数据分析应用3班
2022 计算机科学与技术 55000821 2022计算机科学与技术1班
2022 计算机科学与技术 55000822 2022计算机科学与技术2班
2022 计算机科学与技术 55000823 2022计算机科学与技术3班
2020 软件工程 55000824 2020软件工程2班
2020 软件工程 55000825 2020软件工程3班
2021 人工智能 55000826 2021人工智能1班
2021 人工智能 55000827 2021人工智能2班
2021 人工智能 55000828 2021人工智能3班
2022 软件工程 55000829 2022软件工程1班
2022 软件工程 55000830 2022软件工程2班
2022 软件工程 55000831 2022软件工程3班
2019 人工智能 55000832 2019人工智能1班
2019 人工智能 55000833 2019人工智能2班
2019 人工智能 55000834 2019人工智能3班
2021 大数据分析应用 55000835 2021大数据分析应用1班
2021 大数据分析应用 55000836 2021大数据分析应用2班
2019 平面设计艺术 55000837 2019平面设计艺术1班
2019 平面设计艺术 55000838 2019平面设计艺术2班
2019 平面设计艺术 55000839 2019平面设计艺术3班
2019 服装设计 55000840 2019服装设计1班
2019 服装设计 55000841 2019服装设计2班
2021 平面设计艺术 55000842 2021平面设计艺术3班
2021 服装设计 55000843 2021服装设计1班
2021 服装设计 55000844 2021服装设计2班
2021 服装设计 55000845 2021服装设计3班
2021 油画学 55000846 2021油画学1班
2019 服装设计 55000847 2019服装设计3班
2019 油画学 55000848 2019油画学1班
2019 油画学 55000849 2019油画学2班
2019 油画学 55000850 2019油画学3班
2020 国画 55000851 2020国画1班
2020 国画 55000852 2020国画2班
2021 油画学 55000853 2021油画学2班
2021 油画学 55000854 2021油画学3班
2022 国画 55000855 2022国画1班
2022 国画 55000856 2022国画2班
2022 国画 55000857 2022国画3班
2021 飞行器设计 55000858 2021飞行器设计3班
2022 发动机制造 55000859 2022发动机制造1班
2022 发动机制造 55000860 2022发动机制造2班
2022 发动机制造 55000861 2022发动机制造3班
2019 飞行器智能运控 55000862 2019飞行器智能运控1班
2019 飞行器智能运控 55000863 2019飞行器智能运控2班
2019 飞行器智能运控 55000864 2019飞行器智能运控3班
2019 飞行器设计 55000865 2019飞行器设计1班
2022 电气工程 55000866 2022电气工程1班
2022 电气工程 55000867 2022电气工程2班
2022 电气工程 55000868 2022电气工程3班
2022 电气工程 55000869 2022电气工程2班
2022 电气工程 55000870 2022电气工程3班
2022 自动化控制工程 55000871 2022自动化控制工程1班
2022 运动康复 55000872 2022运动康复1班
2022 运动康复 55000873 2022运动康复2班
2022 运动康复 55000874 2022运动康复3班
2019 人体科学 55000875 2019人体科学1班
2019 人体科学 55000876 2019人体科学2班
2021 水下运动专项 55000877 2021水下运动专项2班
2021 水下运动专项 55000878 2021水下运动专项3班
2021 篮球专项 55000879 2021篮球专项1班
2021 篮球专项 55000880 2021篮球专项2班
2021 深度学习应用 55000881 2021深度学习应用3班
2021 自动驾驶技术 55000882 2021自动驾驶技术1班
2021 自动驾驶技术 55000883 2021自动驾驶技术2班
2021 自动驾驶技术 55000884 2021自动驾驶技术3班
2021 计算机视觉 55000885 2021计算机视觉1班
2019 计算机视觉 55000886 2019计算机视觉3班
2020 智能系统 55000887 2020智能系统1班
2019 飞行器设计 55000888 2019飞行器设计2班
2019 飞行器设计 55000889 2019飞行器设计3班
2020 发动机制造 55000890 2020发动机制造1班
2020 发动机制造 55000891 2020发动机制造2班
2020 发动机制造 55000892 2020发动机制造3班
2020 飞行器设计 55000893 2020飞行器设计2班
2020 飞行器设计 55000894 2020飞行器设计3班
2021 发动机制造 55000895 2021发动机制造1班
2021 电气工程 55000896 2021电气工程1班
2021 电气工程 55000897 2021电气工程2班
2021 电气工程 55000898 2021电气工程3班
2021 自动化控制工程 55000899 2021自动化控制工程1班
2021 自动化控制工程 55000900 2021自动化控制工程2班
2021 自动化控制工程 55000901 2021自动化控制工程3班
2020 电气工程 55000902 2020电气工程2班
2020 电气工程 55000903 2020电气工程3班
2020 自动化控制工程 55000904 2020自动化控制工程1班
2022 基础物理 55000905 2022基础物理1班
2022 基础物理 55000906 2022基础物理2班
2022 基础物理 55000907 2022基础物理3班
2022 应用物理 55000908 2022应用物理1班
2022 应用物理 55000909 2022应用物理2班
2020 应用物理 55000910 2020应用物理2班
2020 应用物理 55000911 2020应用物理3班
2020 体育教育 55000912 2020体育教育3班
2020 健身体育 55000913 2020健身体育1班
2020 健身体育 55000914 2020健身体育2班
2020 健身体育 55000915 2020健身体育3班
2020 水下运动专项 55000916 2020水下运动专项1班
2022 健身体育 55000917 2022健身体育1班
2022 健身体育 55000918 2022健身体育2班
2022 健身体育 55000919 2022健身体育3班
2022 水下运动专项 55000920 2022水下运动专项1班
2019 机器学习与模式识别 55000921 2019机器学习与模式识别2班
2019 机器学习与模式识别 55000922 2019机器学习与模式识别3班
2019 深度学习应用 55000923 2019深度学习应用1班
2020 计算机视觉 55000924 2020计算机视觉2班
2020 计算机视觉 55000925 2020计算机视觉3班
2020 电气工程 55000926 2020电气工程2班
2020 电气工程 55000927 2020电气工程3班
2020 自动化控制工程 55000928 2020自动化控制工程1班
2020 自动化控制工程 55000929 2020自动化控制工程2班
2020 自动化控制工程 55000930 2020自动化控制工程3班
2022 电气工程 55000931 2022电气工程1班
2022 电气工程 55000932 2022电气工程2班
2022 电气工程 55000933 2022电气工程3班
2022 自动化控制工程 55000934 2022自动化控制工程1班
2021 基础物理 55000935 2021基础物理1班
2021 基础物理 55000936 2021基础物理2班
2021 基础物理 55000937 2021基础物理3班
2021 应用物理 55000938 2021应用物理1班
2021 应用物理 55000939 2021应用物理2班
2021 应用物理 55000940 2021应用物理3班
2022 应用物理 55000941 2022应用物理2班
2022 应用物理 55000942 2022应用物理3班
2022 基础化学 55000943 2022基础化学1班
2022 基础化学 55000944 2022基础化学2班
2022 基础化学 55000945 2022基础化学3班
2019 基础化学 55000946 2019基础化学1班
2019 基础化学 55000947 2019基础化学2班
2019 基础化学 55000948 2019基础化学3班
2020 软件工程 55000949 2020软件工程1班
2020 软件工程 55000950 2020软件工程2班
2020 软件工程 55000951 2020软件工程3班
2021 人工智能 55000952 2021人工智能1班
2021 人工智能 55000953 2021人工智能2班
2021 大数据分析应用 55000954 2021大数据分析应用1班
2021 大数据分析应用 55000955 2021大数据分析应用2班
2021 大数据分析应用 55000956 2021大数据分析应用3班
2021 计算机科学与技术 55000957 2021计算机科学与技术1班
2021 计算机科学与技术 55000958 2021计算机科学与技术2班
2021 人工智能 55000959 2021人工智能3班
2021 大数据分析应用 55000960 2021大数据分析应用1班
2021 大数据分析应用 55000961 2021大数据分析应用2班
2021 大数据分析应用 55000962 2021大数据分析应用3班
2021 计算机科学与技术 55000963 2021计算机科学与技术3班
2021 软件工程 55000964 2021软件工程1班
2021 软件工程 55000965 2021软件工程2班
2021 软件工程 55000966 2021软件工程3班
2021 服装设计 55000967 2021服装设计1班
2021 服装设计 55000968 2021服装设计2班
2021 服装设计 55000969 2021服装设计3班
2021 油画学 55000970 2021油画学1班
2021 油画学 55000971 2021油画学2班
2022 国画 55000972 2022国画1班
2022 国画 55000973 2022国画2班
2022 国画 55000974 2022国画3班
2020 应用物理 55000975 2020应用物理3班
2021 基础物理 55000976 2021基础物理1班
2021 基础物理 55000977 2021基础物理2班
2021 基础物理 55000978 2021基础物理3班
2021 应用物理 55000979 2021应用物理1班
2021 应用物理 55000980 2021应用物理2班
2021 应用物理 55000981 2021应用物理3班
2022 水下运动专项 55000982 2022水下运动专项1班
2022 水下运动专项 55000983 2022水下运动专项2班
2022 水下运动专项 55000984 2022水下运动专项3班
2022 篮球专项 55000985 2022篮球专项1班
2022 篮球专项 55000986 2022篮球专项2班
2022 篮球专项 55000987 2022篮球专项3班
2020 人体科学 55000988 2020人体科学1班
2020 人体科学 55000989 2020人体科学2班
2020 人体科学 55000990 2020人体科学3班
2020 体育教育 55000991 2020体育教育1班
2022 运动康复 55000992 2022运动康复1班
2022 运动康复 55000993 2022运动康复2班
2022 运动康复 55000994 2022运动康复3班
2019 人体科学 55000995 2019人体科学1班
2019 人体科学 55000996 2019人体科学2班
2020 体育教育 55000997 2020体育教育2班
2020 体育教育 55000998 2020体育教育3班
2020 健身体育 55000999 2020健身体育1班
2020 健身体育 55001000 2020健身体育2班
2020 健身体育 55001001 2020健身体育3班
2019 人体科学 55001002 2019人体科学3班
2019 体育教育 55001003 2019体育教育1班
2019 体育教育 55001004 2019体育教育2班
2019 体育教育 55001005 2019体育教育3班
2019 健身体育 55001006 2019健身体育1班
2019 健身体育 55001007 2019健身体育2班
2020 水下运动专项 55001008 2020水下运动专项1班
2020 水下运动专项 55001009 2020水下运动专项2班
2019 舞蹈教育 55001010 2019舞蹈教育3班
2019 舞蹈艺术 55001011 2019舞蹈艺术1班
2019 舞蹈艺术 55001012 2019舞蹈艺术2班
2019 舞蹈艺术 55001013 2019舞蹈艺术3班
2019 钢琴艺术 55001014 2019钢琴艺术1班
2020 舞蹈艺术 55001015 2020舞蹈艺术3班
2020 钢琴艺术 55001016 2020钢琴艺术1班
2020 钢琴艺术 55001017 2020钢琴艺术2班
2020 钢琴艺术 55001018 2020钢琴艺术3班
2020 音乐教育 55001019 2020音乐教育1班
2019 钢琴艺术 55001020 2019钢琴艺术2班
2019 钢琴艺术 55001021 2019钢琴艺术3班
2019 音乐教育 55001022 2019音乐教育1班
2019 音乐教育 55001023 2019音乐教育2班
2019 音乐教育 55001024 2019音乐教育3班
2020 音乐教育 55001025 2020音乐教育2班
2020 音乐教育 55001026 2020音乐教育3班
2021 体操学 55001027 2021体操学1班
2021 体操学 55001028 2021体操学2班
2020 计算机科学与技术 55001029 2020计算机科学与技术1班
2020 计算机科学与技术 55001030 2020计算机科学与技术2班
2020 计算机科学与技术 55001031 2020计算机科学与技术3班
2020 软件工程 55001032 2020软件工程1班
2020 软件工程 55001033 2020软件工程2班
2020 软件工程 55001034 2020软件工程3班
2020 人工智能 55001035 2020人工智能3班
2020 大数据分析应用 55001036 2020大数据分析应用1班
2020 大数据分析应用 55001037 2020大数据分析应用2班
2020 大数据分析应用 55001038 2020大数据分析应用3班
2021 人工智能 55001039 2021人工智能1班
2021 人工智能 55001040 2021人工智能2班
2021 人工智能 55001041 2021人工智能3班
2021 大数据分析应用 55001042 2021大数据分析应用1班
2021 大数据分析应用 55001043 2021大数据分析应用2班
2021 大数据分析应用 55001044 2021大数据分析应用3班
2020 计算机科学与技术 55001045 2020计算机科学与技术1班
2020 计算机科学与技术 55001046 2020计算机科学与技术2班
2021 服装设计 55001047 2021服装设计1班
2021 服装设计 55001048 2021服装设计2班
2021 服装设计 55001049 2021服装设计3班
2021 油画学 55001050 2021油画学1班
2021 油画学 55001051 2021油画学2班
2021 油画学 55001052 2021油画学3班
2020 服装设计 55001053 2020服装设计3班
2020 油画学 55001054 2020油画学1班
2021 基础物理 55001055 2021基础物理1班
2021 基础物理 55001056 2021基础物理2班
2021 基础物理 55001057 2021基础物理3班
2021 应用物理 55001058 2021应用物理1班
2021 应用物理 55001059 2021应用物理2班
2021 应用物理 55001060 2021应用物理3班
2022 应用物理 55001061 2022应用物理2班
2022 应用物理 55001062 2022应用物理3班
2019 基础物理 55001063 2019基础物理1班
2019 管理与统计 55001064 2019管理与统计1班
2019 管理与统计 55001065 2019管理与统计2班
2019 管理与统计 55001066 2019管理与统计3班
2020 基础数学 55001067 2020基础数学1班
2020 基础数学 55001068 2020基础数学2班
2020 应用数学 55001069 2020应用数学2班
2020 应用数学 55001070 2020应用数学3班
2020 管理与统计 55001071 2020管理与统计1班
2020 管理与统计 55001072 2020管理与统计2班
2022 应用化学 55001073 2022应用化学3班
2019 基础化学 55001074 2019基础化学1班
2019 基础化学 55001075 2019基础化学2班
2019 基础化学 55001076 2019基础化学3班
2019 应用化学 55001077 2019应用化学1班
2019 应用化学 55001078 2019应用化学3班
2020 基础化学 55001079 2020基础化学1班
2020 基础化学 55001080 2020基础化学2班
2020 基础化学 55001081 2020基础化学3班
2021 运动康复 55001082 2021运动康复2班
2021 运动康复 55001083 2021运动康复3班
2022 人体科学 55001084 2022人体科学1班
2022 体育教育 55001085 2022体育教育1班
2022 体育教育 55001086 2022体育教育2班
2022 体育教育 55001087 2022体育教育3班
2022 健身体育 55001088 2022健身体育1班
2022 健身体育 55001089 2022健身体育2班
2022 体操学 55001090 2022体操学2班
2022 体操学 55001091 2022体操学3班
2022 歌唱学 55001092 2022歌唱学1班
2022 歌唱学 55001093 2022歌唱学2班
2022 舞蹈教育 55001094 2022舞蹈教育3班
2022 舞蹈艺术 55001095 2022舞蹈艺术1班
2022 舞蹈艺术 55001096 2022舞蹈艺术2班
2022 舞蹈艺术 55001097 2022舞蹈艺术3班
2022 钢琴艺术 55001098 2022钢琴艺术1班
2019 软件工程 55001099 2019软件工程3班
2020 人工智能 55001100 2020人工智能1班
2020 人工智能 55001101 2020人工智能2班
2020 人工智能 55001102 2020人工智能3班
2022 计算机科学与技术 55001103 2022计算机科学与技术2班
2022 计算机科学与技术 55001104 2022计算机科学与技术3班
2022 软件工程 55001105 2022软件工程1班
2021 自动化控制工程 55001106 2021自动化控制工程1班
2021 自动化控制工程 55001107 2021自动化控制工程2班
2021 自动化控制工程 55001108 2021自动化控制工程3班
2022 电气工程 55001109 2022电气工程1班
2022 电气工程 55001110 2022电气工程2班
2022 自动化控制工程 55001111 2022自动化控制工程2班
2022 自动化控制工程 55001112 2022自动化控制工程3班
2019 电气工程 55001113 2019电气工程1班
2019 电气工程 55001114 2019电气工程2班
2019 电气工程 55001115 2019电气工程3班
2022 电气工程 55001116 2022电气工程3班
2022 自动化控制工程 55001117 2022自动化控制工程1班
2022 自动化控制工程 55001118 2022自动化控制工程2班
2022 自动化控制工程 55001119 2022自动化控制工程3班
2019 电气工程 55001120 2019电气工程1班
2019 自动化控制工程 55001121 2019自动化控制工程1班
2019 自动化控制工程 55001122 2019自动化控制工程2班
2019 自动化控制工程 55001123 2019自动化控制工程3班
2020 电气工程 55001124 2020电气工程1班
2020 电气工程 55001125 2020电气工程2班
2019 电气工程 55001126 2019电气工程2班
2019 电气工程 55001127 2019电气工程3班
2019 自动化控制工程 55001128 2019自动化控制工程1班
2019 自动化控制工程 55001129 2019自动化控制工程2班
2019 自动化控制工程 55001130 2019自动化控制工程3班
2020 电气工程 55001131 2020电气工程1班
2020 电气工程 55001132 2020电气工程3班
2020 自动化控制工程 55001133 2020自动化控制工程1班
2020 自动化控制工程 55001134 2020自动化控制工程2班
2020 基础物理 55001135 2020基础物理2班
2020 基础物理 55001136 2020基础物理3班
2020 应用物理 55001137 2020应用物理1班
2020 应用物理 55001138 2020应用物理2班
2020 应用物理 55001139 2020应用物理3班
2021 基础物理 55001140 2021基础物理1班
2020 应用物理 55001141 2020应用物理3班
2021 基础物理 55001142 2021基础物理1班
2021 基础物理 55001143 2021基础物理2班
2020 应用数学 55001144 2020应用数学2班
2020 应用数学 55001145 2020应用数学3班
2020 管理与统计 55001146 2020管理与统计1班
2020 管理与统计 55001147 2020管理与统计2班
2020 管理与统计 55001148 2020管理与统计3班
2021 基础数学 55001149 2021基础数学1班
2020 应用数学 55001150 2020应用数学3班
2020 管理与统计 55001151 2020管理与统计1班
2020 管理与统计 55001152 2020管理与统计2班
2020 管理与统计 55001153 2020管理与统计3班
2021 基础数学 55001154 2021基础数学2班
2021 基础数学 55001155 2021基础数学3班
2021 应用数学 55001156 2021应用数学1班
2021 应用数学 55001157 2021应用数学2班
2021 应用数学 55001158 2021应用数学3班
2021 基础数学 55001159 2021基础数学1班
2021 基础数学 55001160 2021基础数学2班
2021 基础数学 55001161 2021基础数学3班
2021 应用数学 55001162 2021应用数学1班
2019 基础化学 55001163 2019基础化学1班
2019 基础化学 55001164 2019基础化学2班
2019 基础化学 55001165 2019基础化学3班
2019 应用化学 55001166 2019应用化学1班
2019 应用化学 55001167 2019应用化学2班
2022 应用化学 55001168 2022应用化学2班
2022 应用化学 55001169 2022应用化学3班
2019 基础化学 55001170 2019基础化学1班
2020 计算机视觉 55001171 2020计算机视觉3班
2021 智能系统 55001172 2021智能系统1班
2021 智能系统 55001173 2021智能系统2班
2021 智能系统 55001174 2021智能系统3班
2019 计算机视觉 55001175 2019计算机视觉2班
2019 计算机视觉 55001176 2019计算机视觉3班
2019 油画学 55001177 2019油画学1班
2019 油画学 55001178 2019油画学2班
2019 油画学 55001179 2019油画学3班
2020 国画 55001180 2020国画1班
2020 国画 55001181 2020国画2班
2021 平面设计艺术 55001182 2021平面设计艺术1班
2021 平面设计艺术 55001183 2021平面设计艺术2班
2019 基础数学 55001184 2019基础数学3班
2019 应用数学 55001185 2019应用数学1班
2019 应用数学 55001186 2019应用数学2班
2022 基础数学 55001187 2022基础数学3班
2022 应用数学 55001188 2022应用数学1班
2020 大数据分析应用 55001189 2020大数据分析应用3班
2020 计算机科学与技术 55001190 2020计算机科学与技术1班
2020 计算机科学与技术 55001191 2020计算机科学与技术2班
2020 计算机科学与技术 55001192 2020计算机科学与技术3班
2021 计算机科学与技术 55001193 2021计算机科学与技术2班
2021 计算机科学与技术 55001194 2021计算机科学与技术3班
2021 软件工程 55001195 2021软件工程1班
2021 软件工程 55001196 2021软件工程2班
2020 油画学 55001197 2020油画学1班
2020 油画学 55001198 2020油画学2班
2020 油画学 55001199 2020油画学3班
2021 油画学 55001200 2021油画学3班
2022 国画 55001201 2022国画1班
2022 国画 55001202 2022国画2班
2022 国画 55001203 2022国画3班
2020 应用数学 55001204 2020应用数学1班
2020 应用数学 55001205 2020应用数学2班
2020 应用数学 55001206 2020应用数学3班
2019 应用数学 55001207 2019应用数学1班
2019 应用数学 55001208 2019应用数学2班
2021 大数据分析应用 55001209 2021大数据分析应用1班
2021 大数据分析应用 55001210 2021大数据分析应用2班
2021 大数据分析应用 55001211 2021大数据分析应用3班
2021 计算机科学与技术 55001212 2021计算机科学与技术1班
2021 计算机科学与技术 55001213 2021计算机科学与技术2班
2021 计算机科学与技术 55001214 2021计算机科学与技术3班
2022 大数据分析应用 55001215 2022大数据分析应用3班
